time,Krishna
2017-11-19 00:00:00,0.26786646
2017-11-20 00:00:00,1.0267164
2017-11-21 00:00:00,0.42309105
2017-11-22 00:00:00,0.50732553
2017-11-23 00:00:00,0.004871979
2017-11-24 00:00:00,0.019551285
2017-11-25 00:00:00,0.5038806
2017-11-26 00:00:00,0.07608559
2017-11-27 00:00:00,0.20886254
2017-11-28 00:00:00,0.08041717
2017-11-29 00:00:00,0.0016122023
2017-11-30 00:00:00,1.2763224
2017-12-01 00:00:00,0.4941125
2017-12-02 00:00:00,0.12730725
2017-12-03 00:00:00,0.026828008
2017-12-04 00:00:00,0.11379034
2017-12-05 00:00:00,0.5691925
2017-12-06 00:00:00,0.06429819
2017-12-07 00:00:00,0.029674329
2017-12-08 00:00:00,0.0
2017-12-09 00:00:00,0.0
2017-12-10 00:00:00,0.0025113064
2017-12-11 00:00:00,0.009843987
2017-12-12 00:00:00,0.0118274605
2017-12-13 00:00:00,0.008662213
2017-12-14 00:00:00,0.0054258667
2017-12-15 00:00:00,0.001363691
2017-12-16 00:00:00,0.015846148
2017-12-17 00:00:00,0.011235177
2017-12-18 00:00:00,0.09315772
2017-12-19 00:00:00,0.005686751
2017-12-20 00:00:00,0.018518964
2017-12-21 00:00:00,0.0036812488
2017-12-22 00:00:00,0.019844247
2017-12-23 00:00:00,0.0
2017-12-24 00:00:00,0.0
2017-12-25 00:00:00,0.0024116938
2017-12-26 00:00:00,0.029863015
2017-12-27 00:00:00,0.0075694714
2017-12-28 00:00:00,0.0
2017-12-29 00:00:00,0.0010087949
2017-12-30 00:00:00,0.011974057
2017-12-31 00:00:00,0.0017175761
